Município,UF,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,Ano,ARRECADAÇÃO,Arrecadação
BOA VISTA DO GURUPI,MA,,,,,,,,,,,,,,2018,928406.25,
BOA VISTA DO INCRA,RS,,,,,,,,,,,,,,2018,1619273.18,
BOA VISTA DO RAMOS,AM,,,,,,,,,,,,,,2018,1076225.05,
BOA VISTA DO SUL,RS,,,,,,,,,,,,,,2018,8771074.98,
BOA VISTA DO TUPIM,BA,,,,,,,,,,,,,,2018,1113459.27,
BOCA DA MATA,AL,,,,,,,,,,,,,,2018,4839026.64,
BOCA DO ACRE,AM,,,,,,,,,,,,,,2018,8098692.55,
BOCAINA,PI,,,,,,,,,,,,,,2018,352982.7,
BOCAINA,SP,,,,,,,,,,,,,,2018,18064322.09,
BOCAINA DE MINAS,MG,,,,,,,,,,,,,,2018,1563816.39,
BOCAINA DO SUL,SC,,,,,,,,,,,,,,2018,1293992.09,
BOCAIUVA,MG,,,,,,,,,,,,,,2018,60955335.11,
BOCAIUVA DO SUL,PR,,,,,,,,,,,,,,2018,17344018.98,
BODO,RN,,,,,,,,,,,,,,2018,327981.54,
BODOCO,PE,,,,,,,,,,,,,,2018,4125743.74,
BODOQUENA,MS,,,,,,,,,,,,,,2018,6293556.96,
BOFETE,SP,,,,,,,,,,,,,,2018,5598087.17,
BOITUVA,SP,,,,,,,,,,,,,,2018,218834082.25,
BOM CONSELHO,PE,,,,,,,,,,,,,,2018,5476955.53,
BOM DESPACHO,MG,,,,,,,,,,,,,,2018,74077495.32,
BOM JARDIM,MA,,,,,,,,,,,,,,2018,2931766.4,
BOM JARDIM,PE,,,,,,,,,,,,,,2018,5554755.41,
BOM JARDIM,RJ,,,,,,,,,,,,,,2018,27182871.51,
BOM JARDIM DA SERRA,SC,,,,,,,,,,,,,,2018,3117675.35,
BOM JARDIM DE GOIAS,GO,,,,,,,,,,,,,,2018,2523390.15,
BOM JARDIM DE MINAS,MG,,,,,,,,,,,,,,2018,8374163.24,
BOM JESUS,GO,,,,,,,,,,,,,,2018,23013710.96,
BOM JESUS,PB,,,,,,,,,,,,,,2018,206573.96,
BOM JESUS,PI,,,,,,,,,,,,,,2018,15403547.65,
BOM JESUS,RN,,,,,,,,,,,,,,2018,1595272.89,
BOM JESUS,RS,,,,,,,,,,,,,,2018,6654682.7,
BOM JESUS,SC,,,,,,,,,,,,,,2018,1427686.4,
BOM JESUS DA LAPA,BA,,,,,,,,,,,,,,2018,26688657.62,
BOM JESUS DA PENHA,MG,,,,,,,,,,,,,,2018,2108236.24,
BOM JESUS DA SERRA,BA,,,,,,,,,,,,,,2018,682575.3,
BOM JESUS DAS SELVAS,MA,,,,,,,,,,,,,,2018,3534022.73,
BOM JESUS DO AMPARO,MG,,,,,,,,,,,,,,2018,3162523.68,
BOM JESUS DO ARAGUAIA,MT,,,,,,,,,,,,,,2018,3114383.13,
BOM JESUS DO GALHO,MG,,,,,,,,,,,,,,2018,2179434.3,
BOM JESUS DO ITABAPOANA,RJ,,,,,,,,,,,,,,2018,31042557.75,
BOM JESUS DO NORTE,ES,,,,,,,,,,,,,,2018,5409376.6,
BOM JESUS DO OESTE,SC,,,,,,,,,,,,,,2018,849925.1,
BOM JESUS DO SUL,PR,,,,,,,,,,,,,,2018,1263897.36,
BOM JESUS DO TOCANTINS,PA,,,,,,,,,,,,,,2018,1457517.24,
BOM JESUS DO TOCANTINS,TO,,,,,,,,,,,,,,2018,447792.49,
BOM JESUS DOS PERDOES,SP,,,,,,,,,,,,,,2018,61451856.14,
BOM LUGAR,MA,,,,,,,,,,,,,,2018,940680.36,
BOM PRINCIPIO,RS,,,,,,,,,,,,,,2018,76315712.67,
BOM PRINCIPIO DO PIAUI,PI,,,,,,,,,,,,,,2018,238002.97,
BOM PROGRESSO,RS,,,,,,,,,,,,,,2018,463770.68,
BOM REPOUSO,MG,,,,,,,,,,,,,,2018,3175543.42,
BOM RETIRO,SC,,,,,,,,,,,,,,2018,10469811.9,
BOM RETIRO DO SUL,RS,,,,,,,,,,,,,,2018,9819074.91,
BOM SUCESSO,MG,,,,,,,,,,,,,,2018,8263133.97,
BOM SUCESSO,PB,,,,,,,,,,,,,,2018,303102.09,
BOM SUCESSO,PR,,,,,,,,,,,,,,2018,3846195.31,
BOM SUCESSO DE ITARARE,SP,,,,,,,,,,,,,,2018,2925531.79,
BOM SUCESSO DO SUL,PR,,,,,,,,,,,,,,2018,5063835.21,
BOMBINHAS,SC,,,,,,,,,,,,,,2018,43363173.75,
BONFIM,MG,,,,,,,,,,,,,,2018,2358636.63,
BONFIM,RR,,,,,,,,,,,,,,2018,1145928.12,
BONFIM DO PIAUI,PI,,,,,,,,,,,,,,2018,300377.55,
BONFINOPOLIS,GO,,,,,,,,,,,,,,2018,2248774.72,
BONFINOPOLIS DE MINAS,MG,,,,,,,,,,,,,,2018,3592231.79,
BONINAL,BA,,,,,,,,,,,,,,2018,1711751.05,
BONITO,BA,,,,,,,,,,,,,,2018,2771650.88,
BONITO,MS,,,,,,,,,,,,,,2018,30088232.57,
BONITO,PA,,,,,,,,,,,,,,2018,2898983.53,
BONITO,PE,,,,,,,,,,,,,,2018,10424682.54,
BONITO DE MINAS,MG,,,,,,,,,,,,,,2018,1282399.87,
BONITO DE SANTA FE,PB,,,,,,,,,,,,,,2018,950586.09,
BONOPOLIS,GO,,,,,,,,,,,,,,2018,1723216.9,
BOQUEIRAO,PB,,,,,,,,,,,,,,2018,3298013.71,
BOQUEIRAO DO LEAO,RS,,,,,,,,,,,,,,2018,3157071.51,
BOQUEIRAO DO PIAUI,PI,,,,,,,,,,,,,,2018,414614.96,
BOQUIM,SE,,,,,,,,,,,,,,2018,4878324.54,
BOQUIRA,BA,,,,,,,,,,,,,,2018,2908262.92,
BORA,SP,,,,,,,,,,,,,,2018,542431.38,
BORACEIA,SP,,,,,,,,,,,,,,2018,8141209.72,
BORBA,AM,,,,,,,,,,,,,,2018,4362150.62,
BORBOREMA,PB,,,,,,,,,,,,,,2018,555308.18,
BORBOREMA,SP,,,,,,,,,,,,,,2018,22336526.16,
BORDA DA MATA,MG,,,,,,,,,,,,,,2018,12361178.22,
BOREBI,SP,,,,,,,,,,,,,,2018,2831319.82,
BORRAZOPOLIS,PR,,,,,,,,,,,,,,2018,4574000.17,
BOSSOROCA,RS,,,,,,,,,,,,,,2018,5414400.51,
BOTELHOS,MG,,,,,,,,,,,,,,2018,11052946.37,
BOTUCATU,SP,,,,,,,,,,,,,,2018,372639798.25,
BOTUMIRIM,MG,,,,,,,,,,,,,,2018,889363.87,
BOTUPORA,BA,,,,,,,,,,,,,,2018,1498515.94,
BOTUVERA,SC,,,,,,,,,,,,,,2018,29916595.48,
BOZANO,RS,,,,,,,,,,,,,,2018,547848.21,
BRACO DO NORTE,SC,,,,,,,,,,,,,,2018,100590345.43,
BRACO DO TROMBUDO,SC,,,,,,,,,,,,,,2018,16043119.61,
BRAGA,RS,,,,,,,,,,,,,,2018,572200.35,
BRAGANCA,PA,,,,,,,,,,,,,,2018,19551487.25,
BRAGANCA PAULISTA,SP,,,,,,,,,,,,,,2018,446146600.18,
BRAGANEY,PR,,,,,,,,,,,,,,2018,1535494.33,
BRANQUINHA,AL,,,,,,,,,,,,,,2018,206200.81,
BRAS PIRES,MG,,,,,,,,,,,,,,2018,822121.13,
BRASIL NOVO,PA,,,,,,,,,,,,,,2018,3776856.66,
BRASILANDIA,MS,,,,,,,,,,,,,,2018,13977161.86,
BRASILANDIA DE MINAS,MG,,,,,,,,,,,,,,2018,8576954.65,
BRASILANDIA DO SUL,PR,,,,,,,,,,,,,,2018,1447011.94,
BRASILANDIA DO TOCANTINS,TO,,,,,,,,,,,,,,2018,381904.19,
BRASILEIA,AC,,,,,,,,,,,,,,2018,6460118.62,
BRASILEIRA,PI,,,,,,,,,,,,,,2018,583720.18,
BRASILIA,DF,,,,,,,,,,,,,,2018,104834028691.84,
BRASILIA DE MINAS,MG,,,,,,,,,,,,,,2018,9016696.78,
BRASNORTE,MT,,,,,,,,,,,,,,2018,14816270.83,
BRASOPOLIS,MG,,,,,,,,,,,,,,2018,7733883.31,
BRAUNA,SP,,,,,,,,,,,,,,2018,2235789.49,
BRAUNAS,MG,,,,,,,,,,,,,,2018,656822.58,
BRAZABRANTES,GO,,,,,,,,,,,,,,2018,2493200.48,
BREJAO,PE,,,,,,,,,,,,,,2018,4226044.22,
BREJETUBA,ES,,,,,,,,,,,,,,2018,2366037.31,
BREJINHO,PE,,,,,,,,,,,,,,2018,488354.1,
BREJINHO,RN,,,,,,,,,,,,,,2018,1996727.26,
BREJINHO DE NAZARE,TO,,,,,,,,,,,,,,2018,1090518.13,
BREJO,MA,,,,,,,,,,,,,,2018,5858856.02,
BREJO ALEGRE,SP,,,,,,,,,,,,,,2018,4981102.69,
BREJO DA MADRE DE DEUS,PE,,,,,,,,,,,,,,2018,4334692.44,
BREJO DE AREIA,MA,,,,,,,,,,,,,,2018,541100.27,
BREJO DO CRUZ,PB,,,,,,,,,,,,,,2018,2093705.07,
BREJO DO PIAUI,PI,,,,,,,,,,,,,,2018,273364.95,
BREJO DOS SANTOS,PB,,,,,,,,,,,,,,2018,925484.35,
BREJO GRANDE,SE,,,,,,,,,,,,,,2018,510062.73,
BREJO GRANDE DO ARAGUAIA,PA,,,,,,,,,,,,,,2018,994366.42,
BREJO SANTO,CE,,,,,,,,,,,,,,2018,22252956.43,
BREJOES,BA,,,,,,,,,,,,,,2018,1513570.88,
BREJOLANDIA,BA,,,,,,,,,,,,,,2018,1064158.57,
BREU BRANCO,PA,,,,,,,,,,,,,,2018,23575111.44,
BREVES,PA,,,,,,,,,,,,,,2018,12615820.43,
BRITANIA,GO,,,,,,,,,,,,,,2018,3179584.53,
BROCHIER,RS,,,,,,,,,,,,,,2018,4428647.07,
BRODOWSKI,SP,,,,,,,,,,,,,,2018,44821362.33,
BROTAS,SP,,,,,,,,,,,,,,2018,45016286.63,
BROTAS DE MACAUBAS,BA,,,,,,,,,,,,,,2018,1091585.97,
BRUMADINHO,MG,,,,,,,,,,,,,,2018,187998605.65,
BRUMADO,BA,,,,,,,,,,,,,,2018,209942723.77,
BRUNOPOLIS,SC,,,,,,,,,,,,,,2018,771872.69,
BRUSQUE,SC,,,,,,,,,,,,,,2018,1055405771.76,
BUENO BRANDAO,MG,,,,,,,,,,,,,,2018,5854179.33,
BUENOPOLIS,MG,,,,,,,,,,,,,,2018,2147277.84,
BUENOS AIRES,PE,,,,,,,,,,,,,,2018,907102.28,
BUERAREMA,BA,,,,,,,,,,,,,,2018,2647025.51,
BUGRE,MG,,,,,,,,,,,,,,2018,311364.05,
BUIQUE,PE,,,,,,,,,,,,,,2018,5355908.84,
BUJARI,AC,,,,,,,,,,,,,,2018,1640890.26,
BUJARU,PA,,,,,,,,,,,,,,2018,1371462.88,
BURI,SP,,,,,,,,,,,,,,2018,15927773.73,
BURITAMA,SP,,,,,,,,,,,,,,2018,13165681.51,
BURITI,MA,,,,,,,,,,,,,,2018,2360045.99,
BURITI ALEGRE,GO,,,,,,,,,,,,,,2018,6162376.34,
BURITI BRAVO,MA,,,,,,,,,,,,,,2018,1683700.64,
BURITI DE GOIAS,GO,,,,,,,,,,,,,,2018,935517.69,
BURITI DO TOCANTINS,TO,,,,,,,,,,,,,,2018,995310.68,
BURITI DOS LOPES,PI,,,,,,,,,,,,,,2018,2135468.54,
BURITI DOS MONTES,PI,,,,,,,,,,,,,,2018,385683.99,
BURITICUPU,MA,,,,,,,,,,,,,,2018,5726194.34,
BURITINOPOLIS,GO,,,,,,,,,,,,,,2018,409456.61,
BURITIRAMA,BA,,,,,,,,,,,,,,2018,993878.92,
BURITIRANA,MA,,,,,,,,,,,,,,2018,520640.18,
BURITIS,MG,,,,,,,,,,,,,,2018,12409875.69,
BURITIS,RO,,,,,,,,,,,,,,2018,16711754.75,
BURITIZAL,SP,,,,,,,,,,,,,,2018,7738170.76,
BURITIZEIRO,MG,,,,,,,,,,,,,,2018,8343750.78,
BUTIA,RS,,,,,,,,,,,,,,2018,15769978.71,
CAAPIRANGA,AM,,,,,,,,,,,,,,2018,182085.07,
CAAPORA,PB,,,,,,,,,,,,,,2018,13627190.73,
CAARAPO,MS,,,,,,,,,,,,,,2018,35680817.56,
CAATIBA,BA,,,,,,,,,,,,,,2018,1140057.1,
CABACEIRAS,PB,,,,,,,,,,,,,,2018,571794.98,
CABACEIRAS DO PARAGUACU,BA,,,,,,,,,,,,,,2018,1899280.1,
CABECEIRA GRANDE,MG,,,,,,,,,,,,,,2018,1330406.14,
CABECEIRAS,GO,,,,,,,,,,,,,,2018,7543912.22,
CABECEIRAS DO PIAUI,PI,,,,,,,,,,,,,,2018,707716.8,
CABEDELO,PB,,,,,,,,,,,,,,2018,284237873.08,
CABIXI,RO,,,,,,,,,,,,,,2018,1150852.57,
CABO DE SANTO AGOSTINHO,PE,,,,,,,,,,,,,,2018,619086718.04,
CABO FRIO,RJ,,,,,,,,,,,,,,2018,200748774.84,
CABO VERDE,MG,,,,,,,,,,,,,,2018,3689976.97,
CABRALIA PAULISTA,SP,,,,,,,,,,,,,,2018,2446317.75,
CABREUVA,SP,,,,,,,,,,,,,,2018,250860999.69,
CABROBO,PE,,,,,,,,,,,,,,2018,6578290.15,
CACADOR,SC,,,,,,,,,,,,,,2018,281418639.58,
CACAPAVA,SP,,,,,,,,,,,,,,2018,410539309.19,
CACAPAVA DO SUL,RS,,,,,,,,,,,,,,2018,37909531.4,
CACAULANDIA,RO,,,,,,,,,,,,,,2018,902049.44,
CACEQUI,RS,,,,,,,,,,,,,,2018,7068453.63,
CACERES,MT,,,,,,,,,,,,,,2018,75458393.97,
CACHOEIRA,BA,,,,,,,,,,,,,,2018,17320334.66,
CACHOEIRA ALTA,GO,,,,,,,,,,,,,,2018,6440426.24,
CACHOEIRA DA PRATA,MG,,,,,,,,,,,,,,2018,1373997.58,
CACHOEIRA DE GOIAS,GO,,,,,,,,,,,,,,2018,418054.13,
CACHOEIRA DE MINAS,MG,,,,,,,,,,,,,,2018,12676437.95,
CACHOEIRA DE PAJEU,MG,,,,,,,,,,,,,,2018,1570673.55,
CACHOEIRA DO ARARI,PA,,,,,,,,,,,,,,2018,1008589.05,
CACHOEIRA DO PIRIA,PA,,,,,,,,,,,,,,2018,1020707.33,
CACHOEIRA DO SUL,RS,,,,,,,,,,,,,,2018,108635562.45,
CACHOEIRA DOS INDIOS,PB,,,,,,,,,,,,,,2018,871296.87,
CACHOEIRA DOURADA,GO,,,,,,,,,,,,,,2018,192360804.33,
CACHOEIRA DOURADA,MG,,,,,,,,,,,,,,2018,884261.12,
CACHOEIRA GRANDE,MA,,,,,,,,,,,,,,2018,158542.09,
CACHOEIRA PAULISTA,SP,,,,,,,,,,,,,,2018,20640654.54,
CACHOEIRAS DE MACACU,RJ,,,,,,,,,,,,,,2018,27850069.56,
CACHOEIRINHA,PE,,,,,,,,,,,,,,2018,4760199.51,
CACHOEIRINHA,RS,,,,,,,,,,,,,,2018,508403621.96,
CACHOEIRINHA,TO,,,,,,,,,,,,,,2018,190834.76,
CACHOEIRO DE ITAPEMIRIM,ES,,,,,,,,,,,,,,2018,424682234.24,
CACIMBA DE AREIA,PB,,,,,,,,,,,,,,2018,329715.86,
CACIMBA DE DENTRO,PB,,,,,,,,,,,,,,2018,1933868.8,
CACIMBAS,PB,,,,,,,,,,,,,,2018,317553.13,
CACIMBINHAS,AL,,,,,,,,,,,,,,2018,1733918.11,
CACIQUE DOBLE,RS,,,,,,,,,,,,,,2018,1816925.65,
CACOAL,RO,,,,,,,,,,,,,,2018,96880433.51,
CACONDE,SP,,,,,,,,,,,,,,2018,6450008.03,
CACU,GO,,,,,,,,,,,,,,2018,20084991.79,
CACULE,BA,,,,,,,,,,,,,,2018,23175504.35,
CAEM,BA,,,,,,,,,,,,,,2018,888818.78,
CAETANOPOLIS,MG,,,,,,,,,,,,,,2018,4336180.27,
CAETANOS,BA,,,,,,,,,,,,,,2018,972623.16,
CAETE,MG,,,,,,,,,,,,,,2018,19513820.6,
CAETES,PE,,,,,,,,,,,,,,2018,3230597.12,
CAETITE,BA,,,,,,,,,,,,,,2018,35947319.32,
CAFARNAUM,BA,,,,,,,,,,,,,,2018,2151543.74,
CAFEARA,PR,,,,,,,,,,,,,,2018,960638.75,
CAFELANDIA,PR,,,,,,,,,,,,,,2018,77891832.7,
CAFELANDIA,SP,,,,,,,,,,,,,,2018,32589676.02,
CAFEZAL DO SUL,PR,,,,,,,,,,,,,,2018,1587235.76,
CAIABU,SP,,,,,,,,,,,,,,2018,1314376.37,
CAIANA,MG,,,,,,,,,,,,,,2018,578177.43,
CAIAPONIA,GO,,,,,,,,,,,,,,2018,11288651.7,
CAIBATE,RS,,,,,,,,,,,,,,2018,5829953.04,
CAIBI,SC,,,,,,,,,,,,,,2018,10653738.04,
CAICARA,PB,,,,,,,,,,,,,,2018,849219.18,
CAICARA,RS,,,,,,,,,,,,,,2018,1424469.89,
CAICARA DO NORTE,RN,,,,,,,,,,,,,,2018,2161749.35,
CAICARA DO RIO DO VENTO,RN,,,,,,,,,,,,,,2018,249049.02,
CAICO,RN,,,,,,,,,,,,,,2018,51377559.85,
CAIEIRAS,SP,,,,,,,,,,,,,,2018,195909701.85,
CAIRU,BA,,,,,,,,,,,,,,2018,12473150.04,
CAIUA,SP,,,,,,,,,,,,,,2018,1615254.0,
CAJAMAR,SP,,,,,,,,,,,,,,2018,1078573331.45,
CAJAPIO,MA,,,,,,,,,,,,,,2018,436209.22,
CAJARI,MA,,,,,,,,,,,,,,2018,813500.68,
CAJATI,SP,,,,,,,,,,,,,,2018,19949019.52,
CAJAZEIRAS,PB,,,,,,,,,,,,,,2018,87965512.11,
CAJAZEIRAS DO PIAUI,PI,,,,,,,,,,,,,,2018,228581.24,
CAJAZEIRINHAS,PB,,,,,,,,,,,,,,2018,194232.61,
CAJOBI,SP,,,,,,,,,,,,,,2018,7203847.21,
CAJUEIRO,AL,,,,,,,,,,,,,,2018,1895087.51,
CAJUEIRO DA PRAIA,PI,,,,,,,,,,,,,,2018,1985709.29,
CAJURI,MG,,,,,,,,,,,,,,2018,1975968.68,
CAJURU,SP,,,,,,,,,,,,,,2018,59533330.28,
CALCADO,PE,,,,,,,,,,,,,,2018,482366.48,
CALCOENE,AP,,,,,,,,,,,,,,2018,1388067.64,
CALDAS,MG,,,,,,,,,,,,,,2018,13578337.88,
CALDAS BRANDAO,PB,,,,,,,,,,,,,,2018,1078966.25,
CALDAS NOVAS,GO,,,,,,,,,,,,,,2018,127929833.88,
CALDAZINHA,GO,,,,,,,,,,,,,,2018,980262.78,
CALDEIRAO GRANDE,BA,,,,,,,,,,,,,,2018,782754.69,
CALDEIRAO GRANDE DO PIAUI,PI,,,,,,,,,,,,,,2018,13257165.41,
CALIFORNIA,PR,,,,,,,,,,,,,,2018,10963861.85,
CALMON,SC,,,,,,,,,,,,,,2018,2603006.95,
CALUMBI,PE,,,,,,,,,,,,,,2018,523741.53,
CAMACAN,BA,,,,,,,,,,,,,,2018,5425401.75,
CAMACARI,BA,,,,,,,,,,,,,,2018,2535767241.08,
CAMACHO,MG,,,,,,,,,,,,,,2018,427593.51,
CAMALAU,PB,,,,,,,,,,,,,,2018,687362.36,
CAMAMU,BA,,,,,,,,,,,,,,2018,7918792.27,
CAMANDUCAIA,MG,,,,,,,,,,,,,,2018,36039780.97,
CAMAPUA,MS,,,,,,,,,,,,,,2018,14945538.92,
CAMAQUA,RS,,,,,,,,,,,,,,2018,148789742.07,
CAMARAGIBE,PE,,,,,,,,,,,,,,2018,56381083.54,
CAMARGO,RS,,,,,,,,,,,,,,2018,4643197.13,
CAMBARA,PR,,,,,,,,,,,,,,2018,37845225.96,
CAMBARA DO SUL,RS,,,,,,,,,,,,,,2018,12078942.04,
CAMBE,PR,,,,,,,,,,,,,,2018,254343444.41,
CAMBIRA,PR,,,,,,,,,,,,,,2018,15236714.34,
CAMBORIU,SC,,,,,,,,,,,,,,2018,81140615.09,
CAMBUCI,RJ,,,,,,,,,,,,,,2018,5346532.93,
CAMBUI,MG,,,,,,,,,,,,,,2018,72144790.23,
CAMBUQUIRA,MG,,,,,,,,,,,,,,2018,4488897.92,
CAMETA,PA,,,,,,,,,,,,,,2018,9875402.0,
CAMOCIM,CE,,,,,,,,,,,,,,2018,17590738.63,
CAMOCIM DE SAO FELIX,PE,,,,,,,,,,,,,,2018,2134999.69,
CAMPANARIO,MG,,,,,,,,,,,,,,2018,572124.84,
CAMPANHA,MG,,,,,,,,,,,,,,2018,8827737.49,
CAMPESTRE,AL,,,,,,,,,,,,,,2018,553549.49,
CAMPESTRE,MG,,,,,,,,,,,,,,2018,9017850.23,
CAMPESTRE DA SERRA,RS,,,,,,,,,,,,,,2018,35888282.91,
CAMPESTRE DE GOIAS,GO,,,,,,,,,,,,,,2018,544791.83,
CAMPESTRE DO MARANHAO,MA,,,,,,,,,,,,,,2018,1860865.59,
CAMPINA DA LAGOA,PR,,,,,,,,,,,,,,2018,9374989.7,
CAMPINA DAS MISSOES,RS,,,,,,,,,,,,,,2018,2979651.62,
CAMPINA DO MONTE ALEGRE,SP,,,,,,,,,,,,,,2018,3727055.69,
CAMPINA DO SIMAO,PR,,,,,,,,,,,,,,2018,1463014.89,
CAMPINA GRANDE,PB,,,,,,,,,,,,,,2018,756439762.14,
CAMPINA GRANDE DO SUL,PR,,,,,,,,,,,,,,2018,100954350.44,
CAMPINA VERDE,MG,,,,,,,,,,,,,,2018,12699834.68,
CAMPINACU,GO,,,,,,,,,,,,,,2018,929750.8,
CAMPINAPOLIS,MT,,,,,,,,,,,,,,2018,4937544.69,
CAMPINAS,SP,,,,,,,,,,,,,,2018,17280303112.42,
CAMPINAS DO PIAUI,PI,,,,,,,,,,,,,,2018,487024.56,
CAMPINAS DO SUL,RS,,,,,,,,,,,,,,2018,4452402.68,
CAMPINORTE,GO,,,,,,,,,,,,,,2018,6662759.99,
CAMPO ALEGRE,AL,,,,,,,,,,,,,,2018,5023239.76,
CAMPO ALEGRE,SC,,,,,,,,,,,,,,2018,42773076.74,
CAMPO ALEGRE DE GOIAS,GO,,,,,,,,,,,,,,2018,5400433.65,
CAMPO ALEGRE DE LOURDES,BA,,,,,,,,,,,,,,2018,2840668.41,
CAMPO ALEGRE DO FIDALGO,PI,,,,,,,,,,,,,,2018,226615.78,
CAMPO AZUL,MG,,,,,,,,,,,,,,2018,325652.72,
CAMPO BELO,MG,,,,,,,,,,,,,,2018,42709029.86,
CAMPO BELO DO SUL,SC,,,,,,,,,,,,,,2018,9231044.39,
CAMPO BOM,RS,,,,,,,,,,,,,,2018,930836515.12,
CAMPO BONITO,PR,,,,,,,,,,,,,,2018,1246393.18,
CAMPO DO BRITO,SE,,,,,,,,,,,,,,2018,5084873.18,
CAMPO DO MEIO,MG,,,,,,,,,,,,,,2018,3742439.06,
CAMPO DO TENENTE,PR,,,,,,,,,,,,,,2018,4252437.7,
CAMPO ERE,SC,,,,,,,,,,,,,,2018,8045909.97,
CAMPO FLORIDO,MG,,,,,,,,,,,,,,2018,5987404.09,
CAMPO FORMOSO,BA,,,,,,,,,,,,,,2018,13644301.39,
CAMPO GRANDE,AL,,,,,,,,,,,,,,2018,560929.35,
CAMPO GRANDE,MS,,,,,,,,,,,,,,2018,2779807307.33,
CAMPO GRANDE,RN,,,,,,,,,,,,,,2018,872421.62,
CAMPO GRANDE DO PIAUI,PI,,,,,,,,,,,,,,2018,584919.21,
CAMPO LARGO,PR,,,,,,,,,,,,,,2018,311071621.53,
CAMPO LARGO DO PIAUI,PI,,,,,,,,,,,,,,2018,160574.33,
CAMPO LIMPO DE GOIAS,GO,,,,,,,,,,,,,,2018,3290141.91,
CAMPO LIMPO PAULISTA,SP,,,,,,,,,,,,,,2018,174983085.14,
CAMPO MAGRO,PR,,,,,,,,,,,,,,2018,23819260.19,
CAMPO MAIOR,PI,,,,,,,,,,,,,,2018,20740920.48,
CAMPO MOURAO,PR,,,,,,,,,,,,,,2018,268166293.61,
CAMPO NOVO,RS,,,,,,,,,,,,,,2018,25736019.78,
CAMPO NOVO DE RONDONIA,RO,,,,,,,,,,,,,,2018,3416252.94,
CAMPO NOVO DO PARECIS,MT,,,,,,,,,,,,,,2018,106585977.24,
CAMPO REDONDO,RN,,,,,,,,,,,,,,2018,764817.41,
CAMPO VERDE,MT,,,,,,,,,,,,,,2018,110702152.87,
CAMPOS ALTOS,MG,,,,,,,,,,,,,,2018,9097810.78,
CAMPOS BELOS,GO,,,,,,,,,,,,,,2018,9194228.3,
CAMPOS BORGES,RS,,,,,,,,,,,,,,2018,1912831.43,
CAMPOS DE JULIO,MT,,,,,,,,,,,,,,2018,20730366.89,
CAMPOS DO JORDAO,SP,,,,,,,,,,,,,,2018,126152243.72,
CAMPOS DOS GOYTACAZES,RJ,,,,,,,,,,,,,,2018,728587822.73,
CAMPOS GERAIS,MG,,,,,,,,,,,,,,2018,10708091.96,
CAMPOS LINDOS,TO,,,,,,,,,,,,,,2018,1457356.71,
CAMPOS NOVOS,SC,,,,,,,,,,,,,,2018,191853664.04,
CAMPOS NOVOS PAULISTA,SP,,,,,,,,,,,,,,2018,1562428.12,
CAMPOS SALES,CE,,,,,,,,,,,,,,2018,4696186.97,
CAMPOS VERDES,GO,,,,,,,,,,,,,,2018,968441.22,
CAMUTANGA,PE,,,,,,,,,,,,,,2018,12591608.01,
CANA VERDE,MG,,,,,,,,,,,,,,2018,935813.95,
CANAA,MG,,,,,,,,,,,,,,2018,1273839.0,
CANAA DOS CARAJAS,PA,,,,,,,,,,,,,,2018,26544418.14,
CANABRAVA DO NORTE,MT,,,,,,,,,,,,,,2018,1426550.02,
CANANEIA,SP,,,,,,,,,,,,,,2018,4708978.19,
CANAPI,AL,,,,,,,,,,,,,,2018,1039219.24,
CANAPOLIS,BA,,,,,,,,,,,,,,2018,931969.29,
CANAPOLIS,MG,,,,,,,,,,,,,,2018,27064577.74,
CANARANA,BA,,,,,,,,,,,,,,2018,2576038.47,
CANARANA,MT,,,,,,,,,,,,,,2018,54797673.15,
CANAS,SP,,,,,,,,,,,,,,2018,4085401.61,
CANAVIEIRA,PI,,,,,,,,,,,,,,2018,216635.64,
CANAVIEIRAS,BA,,,,,,,,,,,,,,2018,6249541.31,
CANDEAL,BA,,,,,,,,,,,,,,2018,401079.57,
CANDEIAS,BA,,,,,,,,,,,,,,2018,207855351.23,
CANDEIAS,MG,,,,,,,,,,,,,,2018,5838918.09,
CANDEIAS DO JAMARI,RO,,,,,,,,,,,,,,2018,6067293.4,
CANDELARIA,RS,,,,,,,,,,,,,,2018,23688067.94,
CANDIBA,BA,,,,,,,,,,,,,,2018,2676750.03,
CANDIDO DE ABREU,PR,,,,,,,,,,,,,,2018,4052928.65,
CANDIDO GODOI,RS,,,,,,,,,,,,,,2018,8841606.44,
CANDIDO MENDES,MA,,,,,,,,,,,,,,2018,1262043.18,
CANDIDO MOTA,SP,,,,,,,,,,,,,,2018,86620135.83,
CANDIDO RODRIGUES,SP,,,,,,,,,,,,,,2018,2017079.38,
CANDIDO SALES,BA,,,,,,,,,,,,,,2018,3180224.25,
CANDIOTA,RS,,,,,,,,,,,,,,2018,58116477.62,
CANDOI,PR,,,,,,,,,,,,,,2018,13043563.97,
CANELA,RS,,,,,,,,,,,,,,2018,74304838.45,
CANELINHA,SC,,,,,,,,,,,,,,2018,12320437.96,
CANGUARETAMA,RN,,,,,,,,,,,,,,2018,14227082.0,
CANGUCU,RS,,,,,,,,,,,,,,2018,31580805.05,
CANHOBA,SE,,,,,,,,,,,,,,2018,303716.56,
CANHOTINHO,PE,,,,,,,,,,,,,,2018,2575611.53,
